code,url,file ext,dominant colour,dominant colour name,closest name,dominant shade,top left pixel,top left pixel color,height,width,transparent
LP21-0010-DWS,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/lp21_tn.jpg,jpg,"(211, 64, 88)",red,indianred,mostly black,"(20, 27, 35)",black,128,170,False
LS20S-060,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/ls20s-060_tn.jpg,jpg,"(198, 195, 188)",white,silver,mostly black,"(1, 1, 1)",black,110,170,False
LS21-07,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/ls21-07_tn.jpg,jpg,"(19, 21, 22)",black,black,mostly black,"(0, 0, 0)",black,170,147,False
LS22-30,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/ls22-30_tn.jpg,jpg,"(189, 196, 206)",white,silver,mostly black,"(1, 0, 0)",black,170,136,False
LS24-020,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/ls24_tn.jpg,jpg,"(150, 169, 157)",white,darkgrey,mostly black,"(0, 0, 0)",black,76,170,False
LS25-70PL-DWS,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/ls25_tn.jpg,jpg,"(220, 210, 120)",red green,burlywood,mostly black,"(0, 3, 0)",black,69,170,False
LS26-60,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/4455_PriceBreak_4548_tn.jpg,jpg,"(167, 168, 173)",white,darkgrey,mostly black,"(255, 255, 255)",white,170,170,False
LS28-70S,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/ls27_tn.jpg,jpg,"(197, 75, 83)",red,indianred,mostly white,"(31, 31, 31)",black,170,132,False
RCH40-W,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/rch40_tn.jpg,jpg,"(5, 5, 5)",black,black,mostly black,"(0, 0, 0)",black,113,170,False
RCH42-W,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/rch42_tn.jpg,jpg,"(214, 214, 214)",white,lightgrey,mostly black,"(2, 2, 2)",black,116,170,False
RCH44-W,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/rch44_tn.jpg,jpg,"(230, 230, 230)",white,gainsboro,mostly black,"(0, 0, 0)",black,152,170,False
YC20,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/yc20_tn.jpg,jpg,"(5, 5, 5)",black,black,mostly black,"(0, 0, 0)",black,155,170,False
YC21-016,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/yc21_tn.jpg,jpg,"(180, 179, 181)",white,darkgrey,mostly black,"(1, 1, 1)",black,122,170,False
YC22-064,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/yc22_tn.jpg,jpg,"(36, 34, 31)",black,black,mostly black,"(3, 3, 5)",black,117,170,False
YT340-12B,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/yt340_tn.jpg,jpg,"(171, 164, 161)",white,darkgrey,mostly black,"(0, 0, 0)",black,170,106,False
VFV30-110,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vfv_tn.jpg,jpg,"(8, 8, 8)",black,black,mostly black,"(0, 0, 0)",black,153,170,False
VFV9-HEPA,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vfv-hepa_tn.jpg,jpg,"(47, 49, 53)",black,darkslategrey,mostly black,"(0, 0, 0)",black,73,170,False
H65-010,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h65_tn.jpg,jpg,"(171, 170, 168)",white,darkgrey,mostly black,"(0, 0, 0)",black,73,170,False
L34-053,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l34_tn.jpg,jpg,"(8, 8, 8)",black,black,mostly black,"(0, 0, 0)",black,170,134,False
L35-1005,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l35_tn.jpg,jpg,"(226, 225, 225)",white,gainsboro,mostly black,"(0, 0, 0)",black,71,170,False
L37-1006,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l37_tn.jpg,jpg,"(10, 10, 9)",black,black,mostly black,"(0, 0, 0)",black,170,95,False
L39-42,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l39_tn.jpg,jpg,"(210, 214, 214)",white,lightgrey,mostly black,"(0, 0, 0)",black,170,167,False
L3R-350,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l3r_tn.jpg,jpg,"(4, 4, 4)",black,black,mostly black,"(0, 0, 0)",black,87,170,False
L51-12,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l51_tn.jpg,jpg,"(12, 12, 12)",black,black,mostly black,"(0, 0, 0)",black,85,170,False
L52-250,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l52_tn.jpg,jpg,"(4, 4, 4)",black,black,mostly black,"(0, 0, 0)",black,170,91,False
LB30-0030,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/lb30_tn.jpg,jpg,"(195, 196, 195)",white,silver,mostly black,"(1, 1, 1)",black,98,170,False
S8060,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/s8061_tn.jpg,jpg,"(35, 45, 39)",black,darkslategrey,mostly black,"(1, 1, 0)",black,64,170,False
MLB-N-110,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/mlb-n_tn.jpg,jpg,"(205, 205, 205)",white,lightgrey,mostly black,"(0, 0, 0)",black,101,170,False
SCW1-0200-F1,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/scw_tn.jpg,jpg,"(21, 22, 23)",black,black,mostly black,"(0, 0, 0)",black,154,170,False
Y7201,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/y7201_tn.jpg,jpg,"(68, 107, 195)",blue,steelblue,mostly black,"(0, 0, 0)",black,170,163,False
LC7512-T-UU,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/lc7512-t-uu_tn.jpg,jpg,"(6, 5, 6)",black,black,mostly black,"(0, 0, 0)",black,142,170,False
LP5527-UU,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/lp5527-uu_tn.jpg,jpg,"(126, 137, 147)",green blue,lightslategrey,mostly black,"(0, 0, 0)",black,170,146,False
LP5744-UL,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/lp5744-ul_tn.jpg,jpg,"(22, 24, 26)",black,black,mostly black,"(1, 1, 1)",black,166,170,False
LS10065-UL,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/ls10065-ul_tn.jpg,jpg,"(32, 30, 38)",black,black,mostly black,"(0, 0, 0)",black,137,170,False
FL530-C,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/fl530-c_tn.jpg,jpg,"(17, 22, 28)",black,black,mostly black,"(0, 0, 2)",black,137,170,False
FL535R,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/fl535r_tn.jpg,jpg,"(17, 37, 41)",black,black,mostly black,"(4, 8, 7)",black,112,170,False
FL550-C,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/fl550-c_tn.jpg,jpg,"(17, 28, 38)",black,black,mostly black,"(3, 3, 3)",black,63,170,False
G342-X,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/twin_cavity_slide_tn.jpg,jpg,"(136, 138, 155)",white,lightslategrey,mostly black,"(0, 0, 0)",black,170,170,False
H150,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/capillary-tubes_tn.jpg,jpg,"(21, 18, 20)",black,black,mostly black,"(0, 4, 0)",black,170,166,False
H202-C,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h202_tn.jpg,jpg,"(49, 50, 50)",black,darkslategrey,mostly black,"(2, 1, 0)",black,61,170,False
H424-B06,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h424_tn.jpg,jpg,"(19, 19, 19)",black,black,mostly black,"(0, 0, 0)",black,170,156,False
H621-050,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h621_tn.jpg,jpg,"(187, 195, 191)",white,silver,mostly white,"(0, 67, 138)",blue,70,170,False
H661-5514,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h661-5514_tn.jpg,jpg,"(5, 5, 5)",black,black,mostly black,"(0, 0, 0)",black,118,170,False
H670-015,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/porcelain-crucibles-w-lid_tn.jpg,jpg,"(200, 200, 200)",white,silver,mostly black,"(0, 0, 0)",black,74,170,False
H677-25,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h677_tn.jpg,jpg,"(216, 216, 212)",white,lightgrey,mostly black,"(0, 0, 0)",black,159,170,False
H678-20-X,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h678_tn.jpg,jpg,"(25, 24, 22)",black,black,mostly black,"(0, 0, 0)",black,107,170,False
H680,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h680_tn.jpg,jpg,"(206, 206, 206)",white,lightgrey,mostly black,"(1, 1, 0)",black,96,170,False
HG20-060,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/hg20_tn.jpg,jpg,"(154, 152, 151)",white,darkgrey,mostly black,"(7, 7, 7)",black,86,170,False
L63TD-13-X,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l63tc_tn.jpg,jpg,"(11, 13, 15)",black,black,mostly black,"(0, 0, 0)",black,109,170,False
LD20,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/ld20_tn.jpg,jpg,"(7, 7, 7)",black,black,mostly black,"(1, 1, 1)",black,170,160,False
LDB-PE-30,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/ldb-pe-30_tn.jpg,jpg,"(14, 14, 14)",black,black,mostly black,"(0, 0, 0)",black,169,169,False
LT2-03-X,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/lt2_tn.jpg,jpg,"(179, 184, 189)",white,silver,mostly black,"(167, 168, 173)",white,129,170,False
OXD-DG,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/OXD-GN_tn.jpg,jpg,"(9, 9, 8)",black,black,mostly black,"(0, 0, 0)",black,170,150,False
OXD-RL,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/OXD-RL_tn.jpg,jpg,"(210, 191, 165)",white,tan,mostly black,"(0, 0, 0)",black,170,170,False
OXD9-B,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/oxd9-b-square_tn.jpg,jpg,"(182, 197, 209)",white,lightsteelblue,mostly black,"(0, 0, 0)",black,170,170,False
R650-05-X,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/r650_tn.jpg,jpg,"(45, 45, 45)",black,darkslategrey,mostly black,"(0, 0, 0)",black,105,170,False
R652-07,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/r652_tn.jpg,jpg,"(14, 15, 15)",black,black,mostly black,"(3, 4, 6)",black,71,170,False
S81K,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/s81k_tn.jpg,jpg,"(183, 183, 181)",white,silver,mostly black,"(0, 0, 0)",black,170,160,False
S82-21,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/s82-21_tn.jpg,jpg,"(10, 10, 10)",black,black,mostly black,"(19, 19, 19)",black,32,170,False
T310-ALX,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/t315-al_tn.jpg,jpg,"(172, 174, 168)",white,darkgrey,mostly black,"(1, 0, 0)",black,126,170,False
T5820,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/t5820_tn.jpg,jpg,"(4, 7, 10)",black,black,mostly black,"(0, 0, 0)",black,89,170,False
T722,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/bosshead-small_tn.png,png,"(12, 12, 12)",black,black,mostly black,"(0, 0, 0)",black,113,170,False
T752-X,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/t752_tn.jpg,jpg,"(8, 8, 8)",black,black,mostly black,"(1, 1, 1)",black,170,129,False
TXD103A-X,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/txd103a-x_tn.jpg,jpg,"(91, 123, 124)",black,slategrey,mostly white,"(109, 136, 153)",green blue,61,170,False
TXS130-X,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/txs130_tn.jpg,jpg,"(146, 175, 168)",white,darkgrey,mostly white,"(120, 140, 147)",green blue,46,170,False
UDM-R35,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/feather-sturkey_tn.jpg,jpg,"(200, 200, 200)",white,silver,mostly black,"(0, 0, 0)",black,140,170,False
UM-WB1,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/um-round_tn.jpg,jpg,"(215, 211, 214)",white,lightgrey,mostly black,"(0, 0, 0)",black,127,170,False
VA3-KF25-25-16,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/va3-kf_tn.jpg,jpg,"(23, 23, 23)",black,black,mostly black,"(0, 0, 0)",black,91,170,False
VA4-KF25-16-25-16,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/va4-kf_tn.jpg,jpg,"(186, 186, 186)",white,silver,mostly black,"(0, 0, 0)",black,168,170,False
VBP-10,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vbp-kf_tn.jpg,jpg,"(20, 20, 21)",black,black,mostly black,"(0, 0, 0)",black,56,170,False
VC2-180-KF16,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vc2-180-kf_tn.jpg,jpg,"(186, 186, 187)",white,silver,mostly black,"(0, 0, 0)",black,125,170,False
VC2-45-KF16,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vc2-45-kf_tn.jpg,jpg,"(158, 157, 153)",white,darkgrey,mostly black,"(0, 0, 0)",black,97,170,False
VC2-90-KF16,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vc2-90-kf_tn.jpg,jpg,"(158, 159, 150)",white,darkgrey,mostly black,"(0, 0, 0)",black,94,170,False
VC4-KF16,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vc4-kf_tn.jpg,jpg,"(159, 159, 159)",white,darkgrey,mostly black,"(0, 0, 0)",black,148,170,False
VC5-KF10,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vc5-kf_tn.jpg,jpg,"(27, 27, 27)",black,black,mostly black,"(0, 0, 0)",black,156,170,False
VC6-KF10,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vc6-kf_tn.jpg,jpg,"(30, 29, 27)",black,black,mostly black,"(0, 0, 0)",black,165,170,False
VCS-KF16-058,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/vcs-kf_tn.jpg,jpg,"(9, 8, 8)",black,black,mostly black,"(0, 0, 0)",black,157,170,False
YD1-1000-035,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/yd1-1000-035_tn.jpg,jpg,"(7, 7, 7)",black,black,mostly black,"(0, 0, 0)",black,170,159,False
I008,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/i008_tn.jpg,jpg,"(204, 226, 236)",white,gainsboro,mostly black,"(4, 0, 4)",black,90,170,False
H401-060,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h401_tn.jpg,jpg,"(64, 64, 64)",black,darkslategrey,mostly white,"(51, 51, 51)",black,90,170,False
H405-040,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h405_tn.jpg,jpg,"(17, 17, 17)",black,black,mostly black,"(0, 0, 0)",black,78,170,False
H421-08,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h421_tn.jpg,jpg,"(17, 17, 17)",black,black,mostly black,"(0, 0, 0)",black,82,170,False
H430,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h430_tn.jpg,jpg,"(17, 16, 17)",black,black,mostly black,"(0, 0, 0)",black,160,170,False
H440,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h440_tn.jpg,jpg,"(15, 15, 15)",black,black,mostly black,"(0, 0, 0)",black,170,137,False
H441,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h441_tn.jpg,jpg,"(15, 15, 15)",black,black,mostly black,"(0, 0, 0)",black,104,170,False
H448,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h448_tn.jpg,jpg,"(179, 178, 176)",white,darkgrey,mostly black,"(0, 0, 0)",black,104,170,False
H643-0250,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/h643_tn.jpg,jpg,"(14, 14, 14)",black,black,mostly black,"(4, 6, 5)",black,170,102,False
HG24-060,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/hg24_tn.jpg,jpg,"(180, 179, 175)",white,darkgrey,mostly black,"(0, 0, 0)",black,170,141,False
L070-03,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l070_tn.jpg,jpg,"(175, 136, 9)",red green,darkgoldenrod,mostly black,"(0, 0, 0)",black,133,170,False
L132-050,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/l132_tn.jpg,jpg,"(9, 8, 9)",black,black,mostly black,"(0, 0, 0)",black,69,170,False
LB12-0005,https://go.cin7.com/webfiles/ProSciTechAU/webpages/images/275564/lb12_tn.jpg,jpg,"(12, 12, 11)",black,black,mostly black,"(0, 0, 0)",black,104,170,False
